Sex,Length,Diameter,Height,Shell Mass,Visceral Fat Mass,Body Fat Mass,Age
F,1.6625,1.3125,0.525,12.11941125,9.62465525,23.189891,10
F,1.6625,1.2625,0.4125,10.20582,9.00096625,16.96717575,9
I,1.1625,0.8625,0.275,3.40194,2.56562975,4.97533725,7
M,1.3625,1.025,0.3625,8.788345,5.556502,8.60407325,18
I,0.9,0.675,0.2125,1.757669,1.077281,3.01922175,6
M,1.475,1.175,0.3625,7.200773,4.9044635,12.88484775,9
M,1.275,1.0375,0.35,6.6621325,6.10931725,8.57572375,16
M,1.5875,1.275,0.3875,8.788345,6.39281225,11.4815475,10
M,1.8375,1.475,0.5125,17.7184375,13.437663,25.7696955,12
M,1.5625,1.175,0.375,8.1363065,6.56290925,15.762322,9
F,1.5625,1.25,0.4,10.0640725,5.8683465,16.23008875,11
M,1.15,0.875,0.3,4.43669675,3.061746,6.350288,10
F,1.0625,0.8625,0.275,3.3168915,2.2963095,3.5436875,11
M,0.8125,0.6,0.1875,1.70097,1.00640725,1.34660125,9
F,1.175,0.9125,0.3,4.252425,4.23825025,6.50621025,9
F,1.55,1.0875,0.3875,7.7961125,6.690482,13.5227115,8
M,1.275,0.95,0.3375,4.819415,4.025629,9.73805325,9
M,1.375,1.075,0.325,6.81805475,5.54232725,8.94426725,10
M,1.6,1.2375,0.425,8.0796075,7.994559,15.29455525,10
M,1.375,1.1,0.3875,7.087375,5.5281525,10.33339275,8
F,1.6125,1.225,0.4,8.4765005,8.94426725,13.99047825,9
I,0.9,0.7,0.2,1.984465,1.43164975,2.2963095,6
M,1.1375,0.875,0.2625,4.1106775,2.7499015,4.60679375,11
F,1.5875,1.2875,0.475,12.757275,8.6465975,14.35902175,10
I,1.325,1.05,0.35,5.896696,5.25883225,7.257472,9
F,1.85,1.5,0.4875,20.128145,11.58077075,16.953001,16
F,1.625,1.2875,0.5375,12.0485375,9.1568885,15.989118,16
M,0.825,0.625,0.225,1.71514475,1.1623295,2.4097075,10
I,0.85,0.625,0.1875,1.2757275,1.28990225,1.88524175,5
I,1.275,0.9375,0.25,4.9611625,3.47281375,6.747181,7
I,1.0875,0.85,0.275,3.40194,2.4097075,4.23825025,8
I,1.25,0.95,0.275,3.75630875,2.551455,6.180191,7
M,1.625,1.2875,0.45,11.66581925,8.88756825,18.653971,11
F,1.4625,1.1625,0.4125,7.3425205,6.44951125,11.43902325,9
M,1.675,1.3,0.475,11.0846545,10.4609655,23.00561925,9
F,1.5625,1.2375,0.4125,11.056305,9.015141,14.3731965,10
I,0.95,0.6875,0.2375,1.71514475,1.65844575,2.438057,7
M,1.5375,1.2,0.45,9.2135875,6.13766675,13.73533275,13
M,0.725,0.575,0.1875,1.13398,0.72291225,1.2190285,7
I,1.2,0.925,0.3,4.252425,3.231843,7.1157245,8
F,1.6,1.2875,0.4125,11.623295,7.24329725,14.01882775,10
I,1.125,0.875,0.275,3.96893,2.96252275,7.1724235,8
M,1.1125,0.8875,0.275,4.26659975,2.93417325,5.11708475,10
F,1.3875,1.0125,0.3,5.85417175,5.556502,12.99824575,9
F,1.375,1.075,0.3875,6.6054335,6.4353365,8.1930055,11
F,1.5875,1.2125,0.4125,7.69688925,7.38504475,18.937466,9
M,1.725,1.3125,0.4375,11.4815475,10.262519,23.40251225,8
I,1.0375,0.775,0.275,2.82077525,1.6159215,3.4869885,10
I,1.1375,1.0875,0.275,3.41611475,2.551455,5.5281525,8
F,1.225,0.8875,0.4,8.00873375,6.0951425,9.87980075,8
M,1.625,1.3125,0.4625,10.95708175,7.881161,16.612807,9
M,1.3125,1.025,0.4125,7.087375,5.62737575,7.47009325,13
I,0.8,0.625,0.2,1.70097,0.963883,1.6159215,9
M,1.75,1.375,0.4875,15.1669825,9.8372765,19.1359125,13
M,1.55,1.25,0.4125,8.9300925,7.21494775,18.01610725,9
I,1.125,0.875,0.3375,3.98310475,2.67902775,6.25106475,7
M,1.6375,1.3,0.425,9.865626,6.3219385,15.025235,9
M,1.6375,1.225,0.4375,10.3475675,8.334753,18.12950525,10
I,1.3625,1.075,0.375,5.896696,4.479221,9.99319875,10
M,1.2625,1.0125,0.275,4.9611625,4.53592,8.6465975,9
I,0.9125,0.675,0.2125,1.70097,1.06310625,2.33883375,7
I,0.475,0.325,0.1125,0.2551455,0.1417475,0.2551455,5
F,1.3625,1.0625,0.3125,7.37087,4.23825025,8.334753,16
I,0.625,0.4375,0.15,0.56699,0.226796,0.77961125,4
F,1.4875,1.1625,0.35,8.6465975,6.917278,14.67086625,12
I,0.5,0.375,0.1,0.18427175,0.1984465,0.5953395,4
I,1.1625,0.8625,0.2625,3.0900955,0.97805775,6.860579,6
I,1.025,0.7875,0.25,2.83495,1.63009625,3.515338,8
F,1.1875,0.875,0.2875,3.5436875,4.12485225,5.499803,13
M,1.325,1.05,0.3375,5.17378375,4.422522,8.334753,10
M,1.4375,1.125,0.3375,6.70465675,5.9250455,10.035723,9
I,0.7125,0.525,0.175,0.9355335,0.75126175,1.247378,5
F,1.575,1.25,0.4625,10.77281,9.39785925,15.30873,10
F,1.225,0.9625,0.4,5.8116475,4.8477645,6.95980225,9
I,0.925,0.6875,0.2125,2.26796,1.587572,2.721552,6
I,0.475,0.35,0.075,0.29766975,0.1417475,0.35436875,3
M,1.475,1.225,0.3375,8.0796075,6.36446275,11.963489,11
I,1.3125,1.0375,0.3,4.80524025,3.40194,7.95203475,9
M,1.5625,1.2,0.4,7.89533575,7.44174375,18.63979625,9
F,0.9875,0.7375,0.2375,2.26796,1.530873,2.211261,10
M,1.2875,1.0125,0.325,5.953395,3.7137845,9.07184,10
M,1.5875,1.2125,0.45,10.0640725,7.86698625,13.56523575,10
F,1.175,0.9,0.3,4.252425,2.99087225,5.96756975,10
M,1.6625,1.2875,0.475,10.5176645,10.13494625,23.5584345,11
F,1.7375,1.4,0.4625,12.3887315,9.3836845,23.23241525,10
M,1.075,0.775,0.325,5.216308,4.6209685,7.75358825,9
M,1.3125,1.0375,0.3375,5.726599,5.3580555,11.169703,7
I,0.45,0.325,0.1125,0.2551455,0.283495,0.35436875,3
I,0.7375,0.5375,0.175,1.14815475,0.43941725,1.3324265,6
F,1.1375,0.925,0.2625,3.8271825,3.52951275,6.123492,9
I,1.175,0.9375,0.2625,4.1106775,2.45223175,4.7343665,10
M,1.15,0.9,0.3125,5.386405,3.13261975,6.13766675,8
M,1.55,1.225,0.425,9.4970825,7.24329725,14.69921575,13
F,1.05,0.825,0.3125,4.1106775,3.118445,5.273007,10
I,0.9375,0.725,0.35,2.33883375,1.77184375,3.96893,8
I,1.2875,0.9375,0.35,6.27941425,3.9972795,7.07320025,10
F,1.3375,1,0.3375,5.8116475,5.556502,11.15552825,8
M,1.4875,1.125,0.35,6.1518415,5.499803,11.24057675,10
M,1.7875,1.375,0.4375,12.47378,10.78698475,26.591831,11
F,1.6625,1.25,0.4375,10.489315,9.7805775,18.2287285,9
F,1.5625,1.225,0.3875,9.355335,7.3425205,18.92329125,10
M,1.3,1.0375,0.4375,7.2291225,4.8477645,7.314171,8
F,1.375,1.0375,0.3375,5.6699,5.953395,9.015141,9
M,1.25,1.05,0.3125,5.8116475,4.252425,7.2291225,11
F,1.625,1.275,0.425,11.0846545,9.8939755,20.53921275,10
F,1.3375,1.0125,0.3125,9.7805775,4.03980375,7.37087,16
F,1.6625,1.35,0.4875,13.324265,10.24834425,24.11124975,11
F,0.925,0.7375,0.25,2.36718325,1.587572,3.30271675,7
F,1.7375,1.3375,0.4375,14.2597985,11.226402,22.77882325,10
I,1.35,1,0.3625,6.0951425,5.1312595,8.9300925,11
M,1.475,1.15,0.325,9.355335,5.82582225,12.8990225,12
M,1.075,0.8625,0.2875,3.40194,1.5592225,2.62232875,11
M,1.1625,0.9,0.275,3.4302895,2.4097075,7.55514175,7
I,0.9125,0.7375,0.2375,2.26796,1.54504775,3.04757125,9
M,1.3625,1.0625,0.3375,6.6621325,5.953395,10.5743635,10
M,1.725,1.3125,0.5,13.0691195,9.42620875,25.98231675,12
F,1.475,1.125,0.4,8.9300925,4.422522,10.149121,19
F,1.5875,1.2625,0.3625,8.9300925,7.52679225,14.3164975,10
F,1.8125,1.45,0.4625,12.40290625,10.19164525,22.80717275,9
F,1.325,0.9875,0.2875,4.5642695,3.89805625,7.0590255,9
M,1.5,1.1875,0.5125,8.731646,8.15048125,14.89766225,9
F,1.2375,1.025,0.3125,6.066793,3.6570855,9.51125725,9
I,0.9625,0.7125,0.2125,1.927766,1.26155275,3.44446425,8
M,1.4875,1.1625,0.3125,6.520385,5.6699,9.19941275,10
F,0.975,0.75,0.25,2.45223175,1.70097,3.04757125,13
I,1.125,0.85,0.3,3.40194,3.04757125,6.8322295,6
M,1.5,1.025,0.3625,7.597666,5.556502,12.68640125,8
F,1.375,1.1125,0.3875,6.180191,5.046211,15.422128,9
M,1.0625,0.85,0.3,3.5436875,2.4664065,4.2240755,10
I,0.5375,0.4125,0.1375,0.52446575,0.35436875,0.75126175,5
F,0.9875,0.7875,0.2625,3.38776525,2.5798045,3.35941575,16
I,0.875,0.675,0.225,1.757669,1.63009625,2.1262125,6
F,1.55,1.2,0.4,7.9662095,6.93145275,15.97494325,8
M,1.6125,1.2625,0.375,9.4970825,7.41339425,14.7133905,10
F,1.7,1.3,0.4625,11.509897,11.15552825,17.4349425,11
F,1.1,0.85,0.3375,3.8271825,2.67902775,4.26659975,8
M,1.6,1.3125,0.5,13.324265,8.71747125,12.47378,16
F,1.7625,1.3375,0.45,11.46737275,11.90679,19.6462035,12
M,1.5,1.1875,0.4,9.4970825,7.47009325,14.30232275,12
I,0.925,0.725,0.2,1.984465,1.60174675,3.061746,6
F,1.5375,1.25,0.5125,11.056305,6.4353365,12.60135275,16
I,1.2,0.975,0.375,5.2446575,3.798833,7.824462,13
I,1.125,0.825,0.2625,3.40194,2.5231055,5.896696,9
M,1.4625,1.1875,0.3,7.93786,5.99591925,11.623295,14
M,1.25,0.9375,0.375,5.386405,4.1106775,7.18659825,10
M,1.4375,1.1875,0.3625,7.6260155,4.9044635,10.39009175,9
F,1.475,1.15,0.4,7.27164675,7.41339425,12.6155275,8
M,1.675,1.3,0.4125,8.50485,8.12213175,20.1564945,11
F,1.525,1.15,0.3875,7.5126175,5.59902625,12.06271225,8
M,1.35,1.05,0.475,10.77281,4.6209685,8.3064035,10
M,1.35,1.0375,0.325,6.80388,6.406987,7.711064,13
I,1.2,0.925,0.3,4.3941725,3.7137845,5.88252125,13
M,0.9,0.675,0.25,2.02698925,1.40330025,2.50893075,6
M,1.2125,0.975,0.3375,4.63514325,3.81300775,7.087375,8
F,1.375,1.1625,0.45,14.8834875,5.8116475,9.19941275,27
I,0.8,0.5875,0.2,1.2757275,0.8788345,1.814368,6
M,1.6375,1.2125,0.4875,13.7495075,10.149121,17.78931125,17
F,1.4875,1.1625,0.3625,8.788345,6.84640425,11.396499,12
M,1.475,1.125,0.4625,12.0485375,7.824462,13.4093135,16
F,1.4375,1.125,0.25,6.6621325,6.293589,12.2186345,12
F,1.5625,1.2125,0.4125,10.20582,8.391452,14.38737125,10
F,1.4625,1.15,0.425,8.221355,7.6827145,10.3475675,9
M,1.4875,1.175,0.375,6.9456275,5.96756975,10.1774705,12
I,0.6625,0.5,0.1625,0.793786,0.58116475,1.13398,7
M,1.425,1.1125,0.35,6.80388,6.22271525,14.92601175,8
F,1.0875,0.875,0.3125,4.1106775,3.24601775,5.5848515,9
M,0.875,0.6625,0.275,2.4097075,1.7860185,3.86970675,7
M,1.475,1.175,0.375,7.0590255,4.649318,11.7083435,8
M,1.4375,1.1125,0.4,6.7755305,5.613201,11.35397475,9
I,1.0875,0.8375,0.275,2.83495,2.67902775,5.74077375,7
I,1.025,0.8125,0.2625,2.9199985,1.88524175,4.55009475,8
I,0.75,0.575,0.1875,1.2757275,1.190679,1.71514475,5
I,1,0.7375,0.2375,1.871067,1.63009625,3.13261975,6
I,1.45,1.15,0.35,7.654365,5.23048275,11.72251825,10
F,1.5875,1.2375,0.0375,8.17883075,8.731646,14.50076925,9
M,1.2875,1.0125,0.35,8.9300925,4.139027,8.845044,17
F,1.55,1.1625,0.35,8.7032965,6.22271525,17.02387475,9
F,1.55,1.2875,0.3875,9.4970825,7.38504475,18.95164075,12
I,0.775,0.5875,0.175,1.2757275,1.14815475,1.7860185,6
I,0.5625,0.425,0.175,0.453592,0.3685435,0.680388,4
M,1.3,1,0.2625,5.62737575,4.57844425,12.79979925,9
M,1.3,0.9625,0.4125,5.14543425,5.10291,10.6310625,10
M,0.8,0.6,0.2,1.5592225,1.09145575,2.26796,6
F,1.45,1.0875,0.375,5.443104,5.8683465,9.87980075,7
M,1.3125,1,0.35,4.819415,4.46504625,9.468733,11
M,1.475,1.2125,0.3875,8.788345,6.90310325,12.85649825,9
I,1.3875,1.075,0.3125,5.93922025,3.84135725,9.62465525,8
M,1.75,1.4375,0.475,18.086981,11.850091,31.0427025,12
F,1.5375,1.2875,0.3375,8.221355,6.53455975,15.4504775,9
F,1.4625,1.0875,0.35,6.36446275,3.6570855,8.74582075,8
I,1.175,0.9125,0.25,3.8271825,2.42388225,4.9611625,8
I,0.925,0.6875,0.25,1.927766,1.43164975,4.26659975,5
I,0.6875,0.5,0.175,0.850485,0.63786375,1.0489315,6
F,1.6875,1.325,0.4875,12.0485375,10.6310625,17.57669,9
F,1.2625,0.975,0.3,4.139027,3.75630875,7.24329725,8
F,1.3,1.0625,0.3625,6.80388,5.40057975,5.8683465,13
F,1.825,1.4375,0.4625,13.67863375,10.77281,26.3933845,12
I,1.3875,1.0875,0.35,5.839997,4.252425,11.18387775,8
I,0.5625,0.425,0.125,0.4819415,0.340194,0.5386405,4
F,1.4875,1.1375,0.3875,8.50485,6.13766675,14.55746825,12
I,1.1375,0.8125,0.3375,5.9817445,4.86193925,11.35397475,8
F,1.55,1.2,0.575,10.0640725,6.9456275,11.4248485,14
I,0.9375,0.65,0.2,1.984465,1.17650425,2.551455,6
I,1.375,1.0875,0.35,6.59125875,4.40834725,9.31281075,10
M,1.1625,0.8875,0.3125,4.1106775,3.8271825,5.74077375,13
M,1.675,1.25,0.5,9.9506745,8.46232575,16.329312,11
I,1.525,1.2,0.4125,9.4970825,7.484268,11.94931425,13
M,1.5625,1.25,0.4375,8.6465975,7.314171,13.08329425,10
F,1.6875,1.3875,0.5125,12.85649825,10.149121,20.2131935,13
M,1.5625,1.175,0.3625,9.19941275,7.0023265,19.1359125,13
M,1.7,1.325,0.45,11.4106738,8.83086925,21.64484325,11
I,1.3875,0.9875,0.325,4.819415,3.52951275,6.293589,9
M,1.3875,1.1,0.375,7.37087,4.32329875,8.7032965,12
I,1.4,1.1,0.4125,7.087375,4.91863825,9.4970825,12
I,1.5125,1.2,0.3875,8.50485,5.62737575,12.0485375,10
F,1.3625,1.025,0.2875,6.23689,4.479221,8.221355,9
M,1.1625,0.9,0.325,4.6776675,3.35941575,5.96756975,10
M,1.4875,1.1375,0.4875,9.7805775,9.17106325,13.02659525,19
M,1.6,1.25,0.4625,13.1825175,7.47009325,12.60135275,16
M,1.3625,1.125,0.375,6.123492,4.60679375,10.75863525,8
M,1.2875,0.975,0.35,3.3735905,3.75630875,9.6671795,8
M,0.875,0.65,0.225,1.70097,1.587572,2.05533875,10
M,1.275,1.0125,0.325,4.819415,4.479221,10.56018875,9
I,1.25,0.9125,0.3125,4.66349275,2.9199985,6.4920355,9
I,1.475,1.1625,0.4875,10.6310625,5.3013565,10.44679075,17
F,1.15,0.8875,0.325,3.685435,2.99087225,5.443104,13
F,1.5375,1.1375,0.3375,7.767763,7.4559185,13.42348825,9
I,1.3625,1.075,0.35,7.087375,3.98310475,7.41339425,9
I,1.375,1.125,0.325,6.520385,3.98310475,9.56795625,6
I,1.2125,0.9,0.3,4.1673765,2.90582375,6.98815175,8
M,1.3375,1.1,0.375,7.37087,3.9405805,7.257472,12
F,1.25,1.0125,0.35,7.087375,3.515338,7.5126175,18
F,1.45,1.1,0.45,6.9456275,4.63514325,10.39009175,12
F,1.4375,1.125,0.3,7.7961125,4.7910655,12.6722265,12
I,1.0125,0.725,0.225,2.31048425,2.1262125,3.175144,7
M,1.5,1.1875,0.4375,8.0796075,7.257472,14.47241975,9
M,1.55,1.15,0.4,6.463686,5.6699,13.93377925,9
I,0.8,0.5875,0.1625,1.417475,0.63786375,1.644271,5
M,1.275,1,0.35,5.2446575,4.72019175,6.95980225,10
I,1.0125,0.75,0.225,3.118445,1.8994165,2.9199985,6
F,1.8,1.375,0.4875,14.21727425,12.09106175,30.37648925,9
I,1.5875,1.25,0.45,13.891255,8.278054,15.54970075,16
M,1.025,0.775,0.3125,3.2601925,2.50893075,4.01145425,11
I,0.875,0.65,0.2375,1.984465,1.2190285,2.79242575,8
M,1.625,1.2375,0.425,11.3114505,6.53455975,17.61921425,11
M,1.6,1.225,0.35,10.6310625,6.747181,12.60135275,15
M,1.2625,0.9625,0.325,4.29494925,4.2240755,8.88756825,7
M,1.7375,1.375,0.4875,12.6155275,10.20582,20.6100865,11
F,0.925,0.6875,0.2125,1.984465,1.51669825,2.948348,5
I,1.1375,0.9375,0.3125,5.2446575,3.005047,6.6054335,8
I,0.7,0.5375,0.2,0.9355335,0.623689,2.041164,-1
F,1.7,1.2875,0.4375,17.57669,11.5949455,14.52911875,12
F,1.375,1.0125,0.3125,5.6699,3.8838815,8.40562675,9
M,1.475,1.125,0.4,8.5331995,6.066793,12.6155275,9
F,1.4625,1.1625,0.3625,8.06543275,6.08096775,12.26115875,10
F,0.9375,0.725,0.2875,2.50893075,1.871067,2.6365035,10
F,1.6,1.3125,0.5375,15.592225,8.09378225,12.85649825,22
I,1.075,0.7875,0.2375,2.96252275,2.26796,4.9611625,8
F,1.3625,1.1,0.375,7.7961125,6.7755305,10.375917,8
M,1.4875,1.2,0.4625,8.901743,8.43397625,14.911837,10
F,1.7625,1.3375,0.55,12.45960525,10.87203325,26.3366855,10
M,1.5,1.2,0.3875,9.2135875,5.34388075,12.7856245,11
I,0.8125,0.6125,0.175,1.2757275,0.72291225,2.14038725,-1
F,1.3375,1.0125,0.3625,5.8116475,4.8477645,7.72523875,10
I,0.5875,0.4375,0.2,0.60951425,0.49611625,0.60951425,5
I,0.3875,0.2625,0.125,0.1417475,0.09922325,0.1417475,4
I,0.8875,0.675,0.2625,2.08368825,1.48834875,4.03980375,9
M,0.9,0.7375,0.325,2.84912475,1.6159215,2.53728025,10
F,1.2125,0.9375,0.3375,4.77689075,3.72795925,5.45727875,10
F,1.6875,1.3625,0.4875,17.1514475,10.47514025,19.40523275,20
M,1.75,1.4125,0.45,12.643877,9.51125725,25.3728025,9
I,0.9375,0.7,0.225,1.5592225,1.70097,2.381358,6
F,1.675,1.3,0.475,12.11941125,8.77417025,14.84096325,13
M,1.2875,0.975,0.3,4.01145425,3.86970675,8.561549,8
M,1.7,1.325,0.5125,13.1825175,9.5537815,16.51358375,14
M,1.4875,1.1875,0.425,9.922325,6.4920355,11.8784405,17
F,1.575,1.2375,0.5,10.77281,9.525432,18.6823205,11
F,1.775,1.3875,0.425,12.2186345,10.77281,15.23785625,12
M,1.5875,1.3125,0.4625,10.61688775,8.50485,19.391058,10
F,1.35,1.05,0.325,5.23048275,4.74854125,10.432616,9
M,1.1625,1.0125,0.3375,4.12485225,4.86193925,12.360382,10
M,1.2875,0.975,0.3875,4.3941725,3.8838815,10.47514025,7
M,1.3125,1,0.425,5.5281525,5.82582225,7.9095105,11
F,1.175,0.875,0.2875,4.3941725,3.6003865,5.54232725,8
M,0.875,0.65,0.225,1.85689225,1.1623295,2.11203775,9
M,1.6625,1.3125,0.4125,9.922325,10.13494625,15.63474925,18
M,1.3875,1.0625,0.325,7.7961125,4.762716,7.484268,13
M,1.525,1.175,0.4375,9.2135875,8.03708325,15.06775925,10
M,1.2625,0.975,0.2875,4.35164825,3.3735905,7.29999625,8
I,1.1,0.775,0.2875,3.40194,2.324659,3.798833,11
M,1.5,1.1375,0.425,6.80388,6.78970525,19.731252,8
F,1.4875,1.1875,0.4,7.6827145,6.5487345,15.5071765,6
M,1.625,1.2625,0.425,11.1980525,9.96484925,19.7029025,11
F,1.6125,1.25,0.425,10.0640725,7.767763,13.62193475,13
M,1.4375,1,0.3875,8.50485,6.93145275,10.21999475,17
F,1.575,1.1875,0.3875,7.5126175,7.144074,12.813974,10
I,0.525,0.375,0.1375,0.4252425,0.340194,0.4819415,5
F,1.425,1.1375,0.4125,8.0796075,6.22271525,12.47378,14
M,1.1,0.8875,0.3125,5.386405,2.31048425,3.742134,9
M,1.375,1.1,0.3375,7.5126175,5.93922025,10.432616,10
F,1.2625,0.9375,0.2875,4.7343665,3.40194,7.47009325,10
F,1.65,1.325,0.425,11.283101,8.7599955,17.633389,10
I,0.4,0.3,0.0875,0.1417475,0.12757275,0.21262125,5
I,0.425,0.325,0.2375,0.283495,0.226796,0.3685435,4
I,1.1,0.825,0.3375,5.5281525,2.56562975,4.819415,16
M,1.5625,1.225,0.3,6.6054335,5.10291,12.927372,10
I,1.1,0.85,0.3,3.35941575,2.67902775,8.40562675,6
F,1.2875,1.0375,0.325,7.087375,5.556502,7.824462,13
I,1.4125,1.075,0.375,8.221355,4.77689075,9.412034,11
I,1.05,0.8625,0.2875,3.2601925,2.25378525,4.29494925,9
F,1.25,1.0125,0.375,5.2446575,3.572037,7.1724235,12
I,1.0875,0.8375,0.275,3.8271825,1.91359125,4.40834725,12
I,0.8375,0.625,0.2,1.40330025,1.247378,1.97029025,6
F,1.8,1.4375,0.5375,17.57669,11.4815475,25.38697725,13
M,1.5625,1.2375,0.4375,9.99319875,7.9662095,15.0535845,11
I,1.1875,0.875,0.3,3.8271825,3.685435,5.76912325,7
M,1.1625,0.85,0.2625,3.47281375,2.93417325,6.5487345,9
M,1.6875,1.35,0.4375,14.514944,7.881161,18.83824275,12
I,1.075,0.85,0.275,2.9766975,2.42388225,4.5075705,7
F,1.625,1.1875,0.4125,8.77417025,9.87980075,16.44271,9
M,1.3125,1.0625,0.3,8.221355,4.989512,8.00873375,18
M,1.2875,0.95,0.4375,8.788345,4.479221,9.2135875,14
I,0.9375,0.7,0.2,1.984465,2.62232875,2.65067825,7
I,0.8875,0.675,0.1875,1.68679525,1.304077,8.63242275,7
M,1.4,1.125,0.3625,7.484268,5.93922025,11.01378075,9
I,1.2875,0.95,0.3,4.53592,3.67126025,9.25611175,7
F,1.4,1.1375,0.3125,10.6310625,3.6570855,9.752228,21
M,0.95,0.5875,0.25,2.26796,1.530873,2.99087225,7
F,1.45,1.1375,0.4,8.50485,5.556502,8.845044,17
M,1.1,0.875,0.35,5.216308,1.99863975,4.8477645,16
I,1.2125,0.8875,0.2625,4.32329875,2.721552,6.16601625,9
I,1.1875,0.9,0.3625,5.386405,3.8838815,8.00873375,8
M,1.1125,0.8625,0.225,3.5436875,2.097863,4.0539785,10
F,1.4125,1.125,0.4125,10.489315,6.917278,9.128539,12
M,1.225,0.9875,0.3375,6.0951425,2.62232875,6.0384435,14
I,1.225,0.9625,0.2875,4.6776675,4.57844425,9.25611175,13
F,1.4,1.075,0.375,8.788345,4.876114,9.82310175,9
I,0.95,0.675,0.2,1.984465,1.190679,2.45223175,8
F,1.475,1.1625,0.425,7.654365,6.80388,13.13999325,10
F,1.25,0.9375,0.2875,5.386405,4.195726,5.2446575,11
I,1.175,0.925,0.3,4.3941725,2.99087225,5.23048275,12
F,1.65,1.3,0.5,12.757275,13.62193475,19.0792135,17
I,0.8,0.5375,0.2375,2.50893075,1.8994165,3.96893,6
M,1.7625,1.4,0.4125,10.999606,11.60912025,22.5945515,10
M,1.3625,1.0375,0.35,6.180191,3.6003865,13.08329425,9
I,1.2625,1.0125,0.325,6.3786375,3.33106625,6.36446275,11
F,1.4,1.1625,0.4,9.5537815,5.74077375,12.246984,9
F,1.6625,1.2625,0.4,9.07184,8.29222875,17.8885345,11
F,1.1875,0.875,0.2875,4.3941725,2.608154,4.86193925,11
M,1.375,1.1,0.4,10.6310625,4.762716,9.865626,20
M,1.425,1.175,0.3875,7.8528115,6.56290925,18.01610725,10
M,1.475,1.1875,0.3625,9.2135875,7.427569,12.51630425,15
M,1.2625,0.975,0.3,4.7343665,3.92640575,9.39785925,9
F,1.5,1.1875,0.3375,9.00096625,5.4147545,16.68368075,9
F,1.6125,1.25,0.3875,9.02931575,6.690482,17.42076775,10
F,1.7375,1.325,0.5,17.27902025,11.89261525,21.262125,14
I,1.2375,0.95,0.3625,4.26659975,4.195726,5.8116475,8
F,1.825,1.425,0.4125,12.3320325,11.850091,30.29144075,10
F,1.4625,1.15,0.425,9.2135875,9.241937,10.61688775,14
M,1.575,1.175,0.375,8.83086925,6.59125875,15.2803805,12
I,0.325,0.25,0.075,0.113398,0.0850485,0.12757275,3
F,1.2,0.9625,0.3375,4.9044635,4.025629,5.37223025,14
I,1,0.7875,0.25,2.5798045,2.08368825,4.0539785,6
M,1.15,0.875,0.3125,5.2446575,3.24601775,5.34388075,9
M,1.625,1.3,0.475,12.65805175,8.674947,14.7133905,16
M,1.6125,1.275,0.475,13.60776,9.7805775,17.1514475,9
M,1.8375,1.475,0.5375,15.7906715,11.4248485,20.62426125,11
M,1.375,1.15,0.4375,9.07184,5.17378375,8.94426725,10
M,1.6375,1.325,0.4875,11.623295,7.75358825,16.0741665,13
F,1.5125,1.2125,0.4,10.0640725,6.67630725,10.489315,10
F,1.4625,1.2125,0.375,10.092422,5.99591925,11.75086775,11
M,1.5125,1.175,0.2875,8.788345,8.2497045,11.12717875,15
F,1.2125,1,0.3875,7.2291225,5.1879585,6.690482,11
F,1.625,1.2375,0.4,10.0640725,9.39785925,16.3576615,9
I,1.125,0.8625,0.3375,3.33106625,2.48058125,5.59902625,14
F,1.5125,1.175,0.4,7.7961125,6.27941425,15.32290475,12
M,1.3625,1.025,0.35,6.010094,4.252425,9.8939755,9
F,1.4,1.075,0.3125,7.4559185,4.86193925,8.8733935,13
M,1.6375,1.3125,0.4625,12.6155275,6.27941425,13.8062065,20
F,1.4125,1.125,0.4375,7.49844275,6.73300625,12.6722265,9
M,1.25,0.9625,0.3625,5.783298,5.5281525,6.973977,14
I,1.0375,0.8125,0.25,2.6932025,2.02698925,4.09650275,7
I,0.9625,0.725,0.225,2.11203775,1.68679525,3.1467945,9
M,1.5375,1.1875,0.5125,10.489315,7.98038425,16.99552525,11
M,1.5375,1.1875,0.425,6.80388,8.20718025,13.437663,11
I,0.9125,0.675,0.2125,1.644271,1.190679,2.2963095,6
F,1.575,1.2375,0.3625,8.17883075,7.540967,15.46465225,9
F,1.3125,1.025,0.2875,5.10291,4.6209685,11.793392,7
I,0.9,0.65,0.225,2.1262125,1.0489315,1.82854275,7
I,1.3375,1.025,0.3875,5.14543425,4.01145425,7.78193775,12
M,1.425,1.1375,0.375,7.7961125,6.76135575,10.9712565,11
M,1.5125,1.1875,0.375,8.4198015,6.577084,16.3009625,10
M,1.425,1.125,0.3875,8.3631025,7.27164675,15.94659375,10
F,1.5125,1.2375,0.425,9.4970825,7.69688925,12.37455675,13
M,1.4125,1.125,0.3875,7.5126175,6.80388,13.42348825,10
F,1.75,1.3375,0.4375,14.514944,13.60776,19.29183475,15
F,1.225,0.925,0.2875,5.2446575,3.33106625,4.8477645,11
I,1.0375,0.7875,0.225,2.6365035,2.36718325,4.9611625,6
F,1.3,1.025,0.2875,6.6621325,5.0745605,8.09378225,12
M,1.4375,1.0625,0.35,5.6699,6.4353365,11.1413535,11
I,1.475,1.125,0.3125,6.9456275,4.29494925,12.3887315,9
I,1.1875,0.9125,0.35,4.479221,3.345241,4.8477645,8
I,1.2375,0.9625,0.3125,4.6776675,3.50116325,7.81028725,8
F,1.575,1.225,0.425,8.80251975,5.79747275,13.11164375,10
